-22.64029152,-21.33618252,-16.46645101,-27.95765182,-24.38661819,-24.12865456,-25.86898303,-27.74004209,-28.95765863,-27.93514782,-11.87653623,-17.88198435
3.880153307,1.438830042,2.875728843,-11.89296348,-9.803569708,-10.25294023,-11.73522734,-12.35550072,-11.42436957,-53.68952253,13.73287616,10.23487654
29.61346499,24.01228263,21.98665146,4.810245089,5.176960848,3.990228229,2.844103575,3.622033397,6.904240925,14.8193032,37.08719876,36.18240392
50.84040836,43.86143935,38.92583924,21.24177253,19.93780038,18.08530504,17.31411584,19.42164765,24.74025959,34.7519833,56.14019945,56.70610264
67.58451633,60.43853166,54.37276161,36.62931789,33.95624144,31.5762168,31.1659407,34.3593788,41.09137965,52.00344752,71.53630664,72.66955435
81.32685793,74.47548004,68.02231046,50.66537725,46.99599093,44.22911291,44.12852136,48.12106621,55.68743779,66.78642496,84.59267264,85.83507877
93.38995785,86.9365978,80.4638129,63.48378429,59.12315235,56.06766774,56.21375665,60.77989085,68.81416617,79.81677706,96.40045519,97.53186141
104.7069315,98.6473608,92.33889988,75.4758254,70.62274238,67.32211638,67.65650824,72.6640694,80.998304,91.86876902,107.7538138,108.6438103
115.9371856,110.2726515,104.2710086,87.15478508,81.92722038,78.37725507,78.84893417,84.24336458,92.83113178,103.6254555,119.2439197,119.7798166
127.5679594,122.3622926,116.8709993,99.11572843,93.60733568,89.77208806,90.32769919,96.0930729,104.9242483,115.6790043,131.322078,131.3772907
139.9469295,135.3629315,130.7303694,112.0570832,106.4310187,102.2737546,102.8316415,108.9220241,117.9182588,128.5437413,144.2969427,143.7265732
153.247578,149.5565634,146.3176873,126.8014604,121.46559,117.0320691,117.4242334,123.6172015,132.4646347,142.6156007,158.2665866,156.9334793
167.3940654,164.9225584,163.7029953,144.1736393,140.063999,135.704027,135.5695824,141.1657556,149.0719742,158.0434807,173.0287912,170.8590545
182.0219329,181.016717,182.2250753,164.4556396,163.1159296,159.8124017,158.5677369,162.0960655,167.7095505,174.5496772,188.0789423,185.1143356
196.5733875,197.0634814,200.5871089,186.4662695,188.9746961,187.9008317,185.2841018,185.2671256,187.3794089,191.3849606,202.787532,199.1803515
210.5229061,212.3115265,217.5931075,207.7140074,213.2662898,214.2795821,210.9506279,207.7222405,206.413993,207.6222624,216.6715478,212.6139595
223.5796522,226.3677543,232.7675607,226.3334212,233.2417093,235.2704189,231.9729464,227.1368281,223.564894,222.6243315,229.5562043,225.2019488
235.7415847,239.2555209,246.3031088,242.0986349,249.2487344,251.5418398,248.5327649,243.2723166,238.5814393,236.2584503,241.5601109,236.9866792
247.2363448,251.2825258,258.7134356,255.7027217,262.6397382,264.8767438,262.1525869,256.9895535,251.8877172,248.7837561,253.0041634,248.2120826
258.4515804,262.9096336,270.5990013,267.9964632,274.5895308,276.6515774,274.1470113,269.2642653,264.1270272,260.6616561,264.3484116,259.2742894
269.9170971,274.6988751,282.5727073,279.7284888,285.9485798,287.7810397,285.4354655,280.9024494,275.9512106,272.4510171,276.1950856,270.7263282
282.3569735,287.3306958,295.261546,291.5301017,297.3392263,298.8915113,296.666778,292.5485685,287.9819565,284.7938364,289.3568492,283.3580365
296.8057625,301.6457628,309.3011087,303.9450911,309.2330468,310.4321601,308.3195732,304.73305,300.8227295,298.4390241,304.9516544,298.3542328
314.6866524,318.5949791,325.2274497,317.4205202,321.9633294,322.7056574,320.731819,317.8755483,315.0362775,314.2060846,324.3089761,317.3966148
